BOROUGH,LATITUDE,LONGITUDE,Filing Date,Issuance Date,Expiration Date,Permit Status,Job Type,Residential,Non-Profit,Owner's Business Name,Site Fill,Street Name
MANHATTAN,40.705308,-74.004873,2018-11-16,2018-11-16,2019-01-01,ISSUED,A2,,N,MURRAY HILL PROPERTIES,NOT APPLICABLE,MAIDEN LANE
BRONX,40.834122,-73.90024,2018-11-16,2018-11-16,2019-05-12,ISSUED,A2,,N,O & B GROCERY CORP,NOT APPLICABLE,FRANKLIN AVE
QUEENS,40.785584,-73.851299,2018-11-16,2018-11-16,2019-11-16,ISSUED,A1,YES,N,,NOT APPLICABLE,116 STREET
BROOKLYN,40.598143,-73.987537,2019-05-14,2019-05-14,2019-09-26,ISSUED,A2,YES,N,,NOT APPLICABLE,86 STREET
MANHATTAN,40.758465,-73.970914,2018-11-16,2018-11-16,2019-06-30,ISSUED,A1,,N,"BOSTON PROPERTIES, INC.",NOT APPLICABLE,LEXINGTON AVENUE
MANHATTAN,40.751098,-73.992926,2018-11-16,2018-11-16,2019-09-30,ISSUED,A2,,N,VORNADO OFFICE MANAGEMENT,NOT APPLICABLE,PENN PLAZA
QUEENS,40.740455,-73.828131,2018-11-16,2018-11-16,2019-11-16,ISSUED,A1,YES,N,,NOT APPLICABLE,138TH STREET
BROOKLYN,40.580148,-73.998826,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,OFFICE OF DESIGN-NYCHA,,BAYVIEW  AVENUE
BROOKLYN,40.698677,-73.940069,2018-11-16,2018-11-16,2018-12-06,ISSUED,A1,YES,N,PARK PROPERTY HOLDINGS LLC,NOT APPLICABLE,PARK AVENUE
MANHATTAN,40.751098,-73.992926,2018-11-16,2018-11-16,2019-09-30,ISSUED,A2,,N,VORNADO OFFICE MANAGEMENT,,PENN PLAZA
QUEENS,40.751495,-73.808956,2018-11-16,2018-11-16,2019-11-16,ISSUED,A1,YES,N,,NOT APPLICABLE,158 STREET
MANHATTAN,40.705308,-74.004873,2018-11-16,2018-11-16,2019-01-01,ISSUED,A2,,N,MURRAY HILL PROPERTIES,,MAIDEN LANE
MANHATTAN,40.765015,-73.980416,2018-11-16,2018-11-16,2019-09-10,ISSUED,A2,,N,VORNADO OFFICE MANAGEMENT,NOT APPLICABLE,7TH AVENUE
BROOKLYN,40.698677,-73.940069,2018-11-16,2018-11-16,2018-12-06,ISSUED,A1,YES,N,PARK PROPERTY HOLDINGS LLC,NOT APPLICABLE,PARK AVENUE
MANHATTAN,40.77333,-73.952945,2018-11-16,2018-11-21,2019-02-15,ISSUED,A2,YES,N,-,NOT APPLICABLE,EAST 80TH STREET
MANHATTAN,40.772415,-73.966525,2019-02-06,2019-02-06,2019-04-30,ISSUED,A2,,N,,,FIFTH AVENUE
MANHATTAN,40.705308,-74.004873,2018-11-16,2018-11-16,2019-01-01,ISSUED,A2,,N,MURRAY HILL PROPERTIES,,MAIDEN LANE
MANHATTAN,40.702798,-74.014246,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,"17 STATE OWNER, LLC",,STATE STREET
QUEENS,40.760338,-73.829874,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,NEW YORK CAREER TRAINING CENTER,NOT APPLICABLE,39TH AVE
BRONX,40.847462,-73.922701,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,NEW YORK CITY HOUSING AUTHORITY,NOT APPLICABLE,WEST 174TH STREET
MANHATTAN,40.805219,-73.962213,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,Y,MOUNT SINAI HEALTH SYSTEMS,NOT APPLICABLE,AMSTERDAM AVE
MANHATTAN,40.749076,-73.975682,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,605 THIRD AVENUE FEE LLC,NOT APPLICABLE,THIRD AVENUE
QUEENS,40.690467,-73.822678,2018-11-16,2018-11-16,2019-06-02,ISSUED,A2,YES,N,,NOT APPLICABLE,123RD STREET
BRONX,40.882277,-73.881728,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,,NOT APPLICABLE,JEROME AVENUE
MANHATTAN,40.789089,-73.978372,2018-11-16,2018-11-16,2019-05-01,ISSUED,A2,YES,N,ROYAL SUMMIT OWNERS INC. C/O TUD,NOT APPLICABLE,WEST 86TH STREET
QUEENS,40.775921,-73.91509,2019-05-15,2019-06-14,2019-09-10,ISSUED,A2,YES,N,27-10 REALTY LLC,NOT APPLICABLE,23 AVENUE
BROOKLYN,40.725294,-73.954657,2019-05-16,2019-05-16,2019-12-15,ISSUED,A2,,N,SHALMER TRUCKING CORP.,NOT APPLICABLE,DOBBIN STREET
STATEN ISLAND,40.571487,-74.09538,2019-05-16,2019-05-16,2019-06-11,ISSUED,A2,YES,N,,ON-SITE,FREEBORN STREET
STATEN ISLAND,40.636775,-74.113586,2019-04-11,2019-04-11,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,ELM STREET
STATEN ISLAND,40.572392,-74.093272,2019-02-06,2019-02-13,2019-10-25,ISSUED,A2,,N,MIDLAND HOLDINGS GROUP LLC,NOT APPLICABLE,MIDLAND AVE.
BROOKLYN,40.7279,-73.955817,2018-11-16,2018-11-16,2019-11-16,ISSUED,A1,,N,,,OAK STREET
MANHATTAN,40.763676,-73.982665,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,CBS CORPORATION,NOT APPLICABLE,BROADWAY
MANHATTAN,40.706908,-74.003715,2018-11-16,2018-11-21,2019-06-17,ISSUED,A2,,N,NYCEDC,NOT APPLICABLE,FULTON STREET
QUEENS,40.690467,-73.822678,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,123RD STREET
BRONX,40.828556,-73.814162,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,NONE,NOT APPLICABLE,CLARENCE AVENUE
MANHATTAN,40.751169,-73.986776,2018-11-16,2018-11-16,2019-06-08,ISSUED,A2,YES,N,VBG 990 AOA LLC,NOT APPLICABLE,SIXTH AVENUE
BRONX,40.87512,-73.888285,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,30-32-34 FANCHON PLACE CORP.,NOT APPLICABLE,E. 204TH STREET
QUEENS,40.770732,-73.77813,2018-11-16,2018-11-16,2019-09-26,ISSUED,A2,YES,N,,NOT APPLICABLE,210 STREET
BROOKLYN,40.663068,-73.993252,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,19TH 208 LLC,NOT APPLICABLE,19TH STREET
BROOKLYN,40.684131,-73.942732,2018-11-16,2018-11-16,2019-04-21,ISSUED,A1,YES,N,,ON-SITE,JEFFERSON AVE
BROOKLYN,40.674544,-74.007448,2018-08-28,2018-10-12,2019-01-05,ISSUED,A2,,N,,NOT APPLICABLE,LORRAINE STREET
BROOKLYN,40.70184,-73.986739,2018-11-16,2018-11-16,2019-11-11,ISSUED,A2,YES,N,"LISA MANAGEMENT, INC",NOT APPLICABLE,JAY STREET
BRONX,40.838196,-73.911184,2018-11-16,2018-11-21,2019-11-21,ISSUED,A3,YES,N,BRENMAC CORP,,MORRIS AVENUE
BROOKLYN,40.70184,-73.986739,2018-11-16,2018-11-16,2019-11-11,ISSUED,A2,YES,N,"LISA MANAGEMENT, INC",NOT APPLICABLE,JAY STREET
BROOKLYN,40.635769,-73.957225,2018-11-16,2018-11-30,2019-11-30,ISSUED,A2,YES,N,,NOT APPLICABLE,EAST 21ST STREET
MANHATTAN,40.710536,-74.009378,2018-11-16,2018-11-16,2019-09-30,ISSUED,A2,,N,LL-HOLDING COMPANY,,BROADWAY
QUEENS,40.702854,-73.902878,2018-11-16,2018-11-19,2019-03-24,ISSUED,A2,,N,WK REALTY ASSOCIATES LLC,NONE,CORNELIA STREET
QUEENS,40.702854,-73.902878,2018-11-16,2018-11-19,2019-03-24,ISSUED,A2,,N,WK REALTY ASSOCIATES LLC,NONE,CORNELIA STREET
MANHATTAN,40.805219,-73.962213,2018-11-16,2018-11-16,2019-07-22,ISSUED,A2,,Y,MOUNT SINAI HEALTH SYSTEMS,NOT APPLICABLE,AMSTERDAM AVE
MANHATTAN,40.805219,-73.962213,2018-11-16,2018-11-16,2019-07-22,ISSUED,A2,,Y,MOUNT SINAI HEALTH SYSTEMS,,AMSTERDAM AVE
MANHATTAN,40.73848,-73.983419,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,GREYSTAR,NOT APPLICABLE,3RD AVENUE
BRONX,40.811402,-73.914626,2018-10-12,2018-10-12,2019-02-04,ISSUED,A2,YES,N,NEW YORK CITY HOUSING AUTHORITY,NOT APPLICABLE,SAINT ANNS AVENUE
BROOKLYN,40.676085,-73.979598,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,UNION STREET
MANHATTAN,40.813648,-73.955269,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,UNIVERSAL WALL SOLUTIONS,NOT APPLICABLE,WEST 126TH STREET
MANHATTAN,40.80458,-73.957164,2018-11-16,2018-11-16,2019-04-11,ISSUED,A2,YES,N,,NOT APPLICABLE,MANHATTAN AVE
MANHATTAN,40.80458,-73.957164,2018-11-16,2018-11-16,2019-04-11,ISSUED,A2,YES,N,,NOT APPLICABLE,MANHATTAN AVE
BROOKLYN,40.689457,-73.920916,2018-10-12,2018-10-12,2019-10-12,ISSUED,A1,,N,10 PALMETTO STREET MGT LLC,,PALMETTO STREET
MANHATTAN,40.859418,-73.931653,2018-10-12,,2019-10-12,IN PROCESS,A3,YES,N,BRENMAC CORP,,BENNETT AVENUE
MANHATTAN,40.722301,-73.999437,2018-10-12,2018-10-12,2019-10-12,ISSUED,A2,,Y,507 BROADWAY LLC,NOT APPLICABLE,BROADWAY
BROOKLYN,40.688649,-73.923866,2018-11-16,2018-12-07,2019-08-15,ISSUED,A2,,N,,NOT APPLICABLE,RALPH AVE
MANHATTAN,40.74716,-74.002934,2018-10-12,2018-10-12,2019-02-28,ISSUED,A2,YES,N,458-460 WEST 23RD OWNERS CORP.,NOT APPLICABLE,WEST 23RD STREET
BROOKLYN,40.683718,-73.913571,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,DECATUR ST
BRONX,40.811402,-73.914626,2018-10-12,2018-10-12,2019-02-04,ISSUED,A2,YES,N,NEW YORK CITY HOUSING AUTHORITY,NOT APPLICABLE,SAINT ANNS AVENUE
MANHATTAN,40.755738,-73.977152,2018-11-16,2018-11-16,2019-03-29,ISSUED,A2,,N,L & L HOLDING COMPANY,NOT APPLICABLE,MADISON AVENUE
MANHATTAN,40.731413,-73.990705,2018-11-16,2018-11-16,2019-07-29,ISSUED,A2,YES,N,STEWART TENANT CORP/DOUGELLIPROP,NOT APPLICABLE,EAST 10TH STREET
MANHATTAN,40.731413,-73.990705,2018-11-16,2018-11-16,2019-07-29,ISSUED,A2,YES,N,STEWART TENANT CORP/DOUGELLIPROP,NOT APPLICABLE,EAST 10TH STREET
MANHATTAN,40.737232,-73.99029,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,860 BROADWAY LLC,,BROADWAY
MANHATTAN,40.779414,-73.957249,2018-10-12,2018-10-12,2019-10-12,ISSUED,A2,YES,N,1021 PARK AVENUE CORPORATION,NOT APPLICABLE,PARK AVENUE
QUEENS,40.757694,-73.864392,2018-11-16,2018-11-16,2019-04-07,ISSUED,A2,YES,N,,NOT APPLICABLE,NORTHERN BOULEVARD
BRONX,40.840705,-73.846658,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,"GALTLINE FEDELE, LLC",NOT APPLICABLE,GLEBE AVENUE
QUEENS,40.757694,-73.864392,2018-11-16,2018-11-16,2019-04-07,ISSUED,A2,YES,N,,NOT APPLICABLE,NORTHERN BOULEVARD
QUEENS,40.757694,-73.864392,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,NORTHERN BOULEVARD
BRONX,40.820725,-73.922339,2018-11-16,2018-11-16,2019-07-01,ISSUED,A2,YES,N,"MORRIS II APARTMENTS, L.P.",NOT APPLICABLE,PARK AVE
QUEENS,40.762285,-73.76487,2018-11-16,2018-11-16,2019-11-16,ISSUED,A1,,N,,NOT APPLICABLE,43 AVE
MANHATTAN,40.788619,-73.955246,2018-11-16,2018-11-16,2019-07-09,ISSUED,A2,YES,N,"FIFTH AVENUE DEVELOPMENT CO., LL",NOT APPLICABLE,5TH AVENUE
MANHATTAN,40.74535,-73.981237,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,Y,KOREAN CULTURAL SERVICE NEW YOK,NOT APPLICABLE,EAST 32ND STREET
MANHATTAN,40.729367,-73.979983,2018-11-16,2018-11-16,2019-04-28,ISSUED,A2,YES,N,NAR APARTMENTS LLC,NOT APPLICABLE,EAST 13 STREET
BROOKLYN,40.682961,-73.959395,2018-11-16,2018-11-16,2019-11-16,ISSUED,A1,,Y,IND. UNITED ORDER OF MEC W H INC,NOT APPLICABLE,PUTNAM AVENUE
BRONX,40.854805,-73.854882,2018-11-16,2018-11-16,2019-03-20,ISSUED,A2,,N,WILLIAMSBRIDGE HOLDINGS CO.,NOT APPLICABLE,WILLIAMSBRIDGE RD
BROOKLYN,40.681936,-73.972396,2018-11-16,2018-11-16,2019-05-08,ISSUED,A2,YES,N,,NOT APPLICABLE,PACIFIC STREET
BROOKLYN,40.652595,-73.950832,2019-02-12,2019-02-12,2019-03-29,ISSUED,A2,YES,N,221 LINDEN PROPERTY LLC,NOT APPLICABLE,LINDEN BLVD
MANHATTAN,40.760289,-73.980157,2019-02-12,2019-02-12,2019-06-30,ISSUED,A2,,N,ROCKEFELLER GROUP,,AVENUE OF THE AMERICAS
QUEENS,40.755776,-73.92488,2018-10-12,2018-12-14,2019-05-24,ISSUED,A2,,Y,IRON ATF REALTY,NOT APPLICABLE,36 STREET
BRONX,40.882231,-73.855954,2018-11-16,2018-11-16,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,EAST 220 STREET
QUEENS,40.68826,-73.760447,2018-11-16,2018-11-16,2019-11-16,ISSUED,A1,YES,N,RH CAPITAL DEVELOPMENT CORP.,NOT APPLICABLE,189 STREET
BROOKLYN,40.683362,-73.911657,2019-02-12,2019-02-12,2019-10-16,ISSUED,A2,YES,N,BROADWAY DECATUR OWNERS LLC,NOT APPLICABLE,ROCKAWAY AVE
MANHATTAN,40.746515,-74.008023,2019-02-22,2019-02-22,2019-11-01,ISSUED,A2,,N,CHELSEA PIERS MANAGEMENT,NOT APPLICABLE,11TH AVENUE
BROOKLYN,40.6092,-73.957275,2019-02-22,2019-02-22,2019-10-31,ISSUED,SG,,N,LAKE REALTY INC.,,KINGS HIGHWAY
MANHATTAN,40.746515,-74.008023,2019-02-22,2019-02-22,2019-11-01,ISSUED,A2,,N,CHELSEA PIERS MANAGEMENT,NOT APPLICABLE,11TH AVENUE
QUEENS,40.757856,-73.890514,2019-02-28,2019-02-28,2019-04-13,ISSUED,A2,YES,N,TOP 24 INC.,NOT APPLICABLE,77TH STREET
QUEENS,40.705729,-73.856811,2019-03-13,2019-04-18,2019-10-21,ISSUED,A2,YES,N,,NOT APPLICABLE,MARGARET PLACE
QUEENS,40.758311,-73.803312,2018-11-16,2018-11-16,2019-08-12,ISSUED,NB,YES,N,REALTY 163 LLC,ON-SITE,163 STREET
QUEENS,40.761047,-73.827082,2018-11-16,2018-11-16,2019-08-31,ISSUED,A2,,N,HAUTE HOTPOTS CORPORATION,NOT APPLICABLE,39TH AVE
BROOKLYN,40.607425,-73.959912,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,"IRE-NG1715 E 13TH ST, LLC(CORP)",NOT APPLICABLE,EAST 13TH STREET
QUEENS,40.702854,-73.902878,2018-11-16,2018-11-19,2019-03-24,ISSUED,A2,,N,WK REALTY ASSOCIATES LLC,NONE,CORNELIA STREET
BROOKLYN,40.681936,-73.972396,2018-11-16,2018-11-16,2019-05-08,ISSUED,A2,YES,N,,NOT APPLICABLE,PACIFIC STREET
MANHATTAN,40.712968,-74.00949,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,SL GREEN REALTY CORP.,NOT APPLICABLE,CHURCH STREET
MANHATTAN,40.714529,-74.015677,2019-03-18,2019-03-18,2019-11-01,ISSUED,A2,,N,BROOKFIELD OFFICE PROPERTIES,,VESEY STREET
QUEENS,40.574595,-73.851348,2019-03-18,2019-03-18,2019-07-15,ISSUED,A2,YES,N,,USE UNDER 300 CU.YD,ROCKAWAY BEACH BOULEVARD
BROOKLYN,40.638085,-73.924555,2019-03-18,2019-03-18,2019-12-06,ISSUED,A2,,N,"EVERGREEN MG, LLC",NOT APPLICABLE,PRESTON COURT
BROOKLYN,40.638085,-73.924555,2019-03-18,2019-03-18,2019-12-06,ISSUED,A2,,N,"EVERGREEN MG, LLC",NOT APPLICABLE,PRESTON COURT
QUEENS,40.60697,-73.820393,2019-03-18,2019-03-18,2019-07-15,ISSUED,A2,YES,N,AECOM,USE UNDER 300 CU.YD,WEST 9TH ROAD
QUEENS,40.758309,-73.803312,2018-11-16,2018-11-16,2019-08-12,ISSUED,NB,YES,N,REALTY 163 LLC,ON-SITE,163 STREET
BRONX,40.894019,-73.849537,2018-11-16,2018-11-16,2019-02-21,ISSUED,A2,YES,N,,NOT APPLICABLE,BUSSING AVENUE
BROOKLYN,40.590954,-73.993217,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,SHORE PARKWAY
MANHATTAN,40.761873,-73.961538,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,K & W REALTY CO,,EAST 62ND STREET
MANHATTAN,40.723214,-74.006205,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,"80 VARICK GROUP, LLC",NOT APPLICABLE,VARICK ST.
MANHATTAN,40.740624,-74.007719,2018-11-16,2018-11-16,2019-04-17,ISSUED,A2,,N,"THE STANDARD, HIGH LINE",NOT APPLICABLE,WASHINGTON STREET
MANHATTAN,40.723214,-74.006205,2018-11-16,2018-11-16,2019-10-20,ISSUED,A2,,N,"80 VARICK GROUP, LLC",NOT APPLICABLE,VARICK ST.
BROOKLYN,40.701937,-73.994266,2018-11-16,2018-11-16,2018-12-31,ISSUED,A2,,N,25-30 COLUMBIA HEIGHTS (BROOKLYN,NOT APPLICABLE,COLUMBIA HEIGHTS
MANHATTAN,40.709968,-74.007979,2018-11-16,2018-11-16,2018-12-16,ISSUED,A1,,N,,NONE,NASSAU STREET
MANHATTAN,40.806603,-73.966587,2018-11-16,2018-11-16,2019-06-01,ISSUED,A2,,Y,COLUMBIA UNIVERSITY,NOT APPLICABLE,WEST 113TH STREET
BROOKLYN,40.639134,-73.921188,2018-11-16,2018-11-16,2019-01-08,ISSUED,A1,,N,INSPIRE SOCIAL DAY CARE LLC,NOT APPLICABLE,FOSTER AVE
BRONX,40.870996,-73.887406,2018-11-16,2018-11-16,2019-09-18,ISSUED,A2,,Y,ST. SAMUEL'S CHURCH OF GOD IN CH,NOT APPLICABLE,VALENTINE AVENUE
MANHATTAN,40.806603,-73.966587,2018-11-16,2018-11-16,2019-06-01,ISSUED,A2,,Y,COLUMBIA UNIVERSITY,NOT APPLICABLE,WEST 113TH STREET
QUEENS,40.70672,-73.806253,2018-11-16,2018-11-16,2019-11-16,ISSUED,A1,,Y,GUFA SHIV BHAGAT BABA BAL,NOT APPLICABLE,HILLSIDE AVENUE
BROOKLYN,40.671835,-73.963042,2018-11-16,2018-11-16,2019-01-13,ISSUED,A3,,Y,BROOKLYN MUSEUM,,EASTERN PARKWAY
MANHATTAN,40.806603,-73.966587,2018-11-16,2018-11-16,2019-06-01,ISSUED,A2,,Y,COLUMBIA UNIVERSITY,NOT APPLICABLE,WEST 113 STREET
MANHATTAN,40.806603,-73.966587,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,Y,COLUMBIA UNIVERSITY,NOT APPLICABLE,WEST 113TH STREET
MANHATTAN,40.722377,-74.01052,2018-10-12,2018-10-12,2019-10-12,ISSUED,A2,YES,N,AKAM(R) ASSOCIATES INC.,NOT APPLICABLE,WASHINGTON STREET
QUEENS,40.702938,-73.80006,2018-10-12,2018-10-12,2019-02-25,ISSUED,A2,,Y,"MATTONE GROUP JAMAICA CO, LLC",NOT APPLICABLE,PARSONS BLVD
MANHATTAN,40.843845,-73.936845,2018-10-12,2018-10-12,2019-01-03,ISSUED,A2,YES,N,ELYSEE INVESTMENTS COMPANY,NOT APPLICABLE,WEST 173 STREET
BRONX,40.808092,-73.922592,2018-10-12,2018-10-12,2019-02-04,ISSUED,A2,YES,N,NEW YORK CITY HOUSING AUTHORITY,NOT APPLICABLE,EAST 137TH STREET
MANHATTAN,40.726405,-73.978778,2018-11-16,2018-11-16,2019-11-16,ISSUED,A1,YES,N,"371 EAST 10 REALTY, LLC",NOT APPLICABLE,EAST 10 STREET
MANHATTAN,40.740624,-74.007719,2018-11-16,2018-11-16,2019-04-17,ISSUED,A2,,N,"THE STANDARD, HIGH LINE",NOT APPLICABLE,WASHINGTON STREET
BROOKLYN,40.635311,-73.906763,2018-11-16,2018-11-16,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,EAST 85 STREET
BROOKLYN,40.707177,-73.933836,2018-11-16,2018-11-16,2019-11-16,ISSUED,NB,,N,BEDFORD PARK MANAGEMENT LLC,ON-SITE,BOGART STREET
BROOKLYN,40.61866,-74.015363,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,82 STREET
MANHATTAN,40.783554,-73.953357,2018-11-16,2018-11-16,2019-11-16,ISSUED,A1,,N,"127 EAST 92, LLC",,EAST 92 STREET
BROOKLYN,40.62746,-73.988634,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,55 ST
MANHATTAN,40.713803,-73.993157,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,INK BROADWAY INC,NOT APPLICABLE,EAST BROADWAY
MANHATTAN,40.726994,-73.988819,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,92 SECOND AVENUE LLC,NOT APPLICABLE,2ND AVENUE
MANHATTAN,40.845159,-73.935904,2018-11-16,2018-11-16,2019-07-03,ISSUED,A2,YES,N,BSF WEST 175TH STREET HOLDING LL,NOT APPLICABLE,WEST 175 ST
MANHATTAN,40.729117,-73.984168,2018-11-16,2018-11-27,2018-12-16,ISSUED,A1,YES,N,174-176 1ST AVE OWNER LLC,NOT APPLICABLE,FIRST AVENUE
BROOKLYN,40.660973,-73.915334,2018-10-09,2018-10-09,2019-06-17,ISSUED,A2,YES,N,,NOT APPLICABLE,SARATOGA AVENUE
MANHATTAN,40.740706,-73.987615,2018-11-16,2018-11-16,2019-11-12,ISSUED,A2,,N,30 EAST 23 REALTY LLC,NOT APPLICABLE,EAST 23RD STREET
BROOKLYN,40.685132,-73.960082,2018-11-16,2018-11-16,2019-11-16,ISSUED,A1,,N,GATES 187 LLC,,GATES AVENUE
QUEENS,40.762647,-73.826587,2018-11-16,2018-11-16,2019-09-14,ISSUED,A2,YES,N,METRO ACUPUNCTURE,NOT APPLICABLE,37TH AVE
QUEENS,40.692186,-73.79178,2018-10-09,2018-10-09,2019-10-09,ISSUED,A3,YES,N,NYCHA,,110 AVENUE
STATEN ISLAND,40.539678,-74.210691,2018-10-12,2018-10-12,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,RAMAPO AVENUE
BROOKLYN,40.640894,-73.965128,2018-10-12,2018-10-12,2019-05-05,ISSUED,A3,,N,,,CORTELYOU ROAD
BROOKLYN,40.672234,-73.930814,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,UTICA AVENUE
QUEENS,40.762647,-73.826587,2018-11-16,2018-11-16,2019-09-14,ISSUED,A2,YES,N,METRO ACUPUNCTURE,NOT APPLICABLE,37TH AVE
QUEENS,40.75166,-73.754405,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,224 ST
BROOKLYN,40.712697,-73.944071,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,GLOVEMAN LLC,,GRAHAM AVENUE
BROOKLYN,40.63878,-74.006129,2018-11-16,2018-11-16,2019-05-05,ISSUED,A3,,N,,,8 AVENUE
QUEENS,40.712272,-73.918209,2019-03-18,2019-04-01,2019-06-06,ISSUED,A2,,N,35 REALTY HOLDING CORP,NOT APPLICABLE,WOODWARD AVE
MANHATTAN,40.732906,-73.975197,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,STUYTOWN PROPERTY SERVICES,NOT APPLICABLE,EAST 20TH STREET
BROOKLYN,40.614952,-73.994417,2018-11-16,2018-11-16,2019-05-05,ISSUED,A2,,N,,NOT APPLICABLE,18 AVENUE
BROOKLYN,40.684131,-73.942732,2018-11-16,2018-11-16,2019-04-21,ISSUED,A1,YES,N,,ON-SITE,JEFFERSON AVE
MANHATTAN,40.734189,-73.978267,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,STUYTOWN PROPERTY SERVICES,NOT APPLICABLE,EAST 20TH STREET
MANHATTAN,40.7286,-73.976003,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,STUYTOWN PROPERTY SERVICES,NOT APPLICABLE,EAST 14TH STREET
QUEENS,40.726244,-73.883534,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,77 PLACE
BROOKLYN,40.726164,-73.953184,2018-11-16,2018-11-16,2019-10-16,ISSUED,A2,YES,N,LORIMER 1023 LLC,NOT APPLICABLE,LORIMER STREET
MANHATTAN,40.753543,-73.980856,2018-11-16,2018-11-21,2019-11-21,ISSUED,A2,,N,"CUSHMAN & WAKEFIELD, INC",,5TH AVENUE
MANHATTAN,40.706251,-74.012952,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,39 CAM LLC,NOT APPLICABLE,BROADWAY
BROOKLYN,40.614952,-73.994417,2018-11-16,2018-11-16,2019-05-05,ISSUED,A2,,N,,NOT APPLICABLE,18 AVENUE
QUEENS,40.75728,-73.776521,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,206 ST
BRONX,40.808092,-73.922592,2018-10-12,2018-10-12,2019-02-04,ISSUED,A2,YES,N,NEW YORK CITY HOUSING AUTHORITY,NOT APPLICABLE,EAST 137TH STREET
BROOKLYN,40.646308,-74.010782,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,YES,N,,NOT APPLICABLE,49 ST
MANHATTAN,40.753543,-73.980856,2018-11-16,2018-11-16,2019-11-16,ISSUED,A2,,N,"CUSHMAN & WAKEFIELD, INC",,FIFTH AVENUE
MANHATTAN,40.743023,-73.986402,2019-03-18,2019-03-18,2019-04-15,ISSUED,A2,,N,"CUSHMAN & WAKEFIELD, INC.",NOT APPLICABLE,MADISON AVENUE
BROOKLYN,40.70716,-73.943163,2019-01-24,2019-01-24,2019-10-06,ISSUED,A2,YES,N,164 GRAHAM AVENUE LLC,NOT APPLICABLE,GRAHAM AVENUE
QUEENS,40.599351,-73.739106,2019-01-24,2019-01-24,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,JARVIS AVENUE
QUEENS,40.753042,-73.871627,2018-10-12,2018-10-12,2019-02-12,ISSUED,A2,,N,,NOT APPLICABLE,JUNCTION BOULEVARD
QUEENS,40.599458,-73.756261,2019-01-24,2019-01-24,2019-10-01,ISSUED,A2,YES,N,,NOT APPLICABLE,BEACH 22 STREET
